Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
6190000,Secondary, ЗИЛ,7,Moscow,1,15.5,10,7.9,10,13,Without renovation
11500000,Secondary, Рабочий посёлок,6,Moscow,1,38.9,21,9,12,12,European-style renovation
17500000,Secondary, Профсоюзная,11,Moscow,1,42,21.9,10,11,25,European-style renovation
17500000,Secondary, Профсоюзная,7,Moscow,1,42,22,10,11,25,European-style renovation
17900000,Secondary, Народное Ополчение,9,Moscow,1,31,11.1,10.5,25,58,Designer
20000000,Secondary, Народное Ополчение,9,Moscow,1,42.1,14.5,15.4,18,48,Without renovation
23000000,Secondary, Технопарк,12,Moscow,1,41.6,17.6,15.5,3,6,Without renovation
4000000,Secondary, Остафьево,15,Moscow,1,20,11,5,2,21,European-style renovation
4090000,Secondary, Нижегородская,7,Moscow,1,14.3,9.4,7.8,3,3,European-style renovation
4990000,Secondary, Нижегородская,7,Moscow,1,18,10,3,3,3,European-style renovation
5917500,Secondary, Балтийская,28,Moscow,1,22.2,13.9,3.3,1,6,Without renovation
5970100,Secondary, Балтийская,28,Moscow,1,22.7,14.7,3,1,6,Without renovation
6340000,Secondary, Бауманская,15,Moscow,1,15.4,9.9,7.9,1,4,Designer
6340000,Secondary, Бауманская,15,Moscow,1,15.4,7.4,3,1,4,European-style renovation
6450000,Secondary, Саларьево,40,Moscow,1,35.8,17,9,1,3,Designer
6900000,Secondary, Бабушкинская,7,Moscow,1,35,13.8,16.2,1,7,Designer
6990000,Secondary, Озёрная,18,Moscow,1,25.4,14.4,4,1,5,European-style renovation
7300000,Secondary, Озёрная,18,Moscow,1,29.6,14.4,4,1,5,European-style renovation
7990000,Secondary, Бауманская,15,Moscow,1,24.4,14.5,8.7,1,4,Designer
7990000,Secondary, Бауманская,15,Moscow,1,24.4,16.4,3,1,4,European-style renovation
7990000,Secondary, Бауманская,15,Moscow,1,24.4,14.5,8.7,1,4,Designer
8000000,Secondary, Юго-Восточная,13,Moscow,1,33,18,6,9,9,Cosmetic
8950000,Secondary, Филатов Луг,11,Moscow,1,39.2,14,16.4,4,25,Without renovation
9090000,Secondary, ЗИЛ,7,Moscow,1,22.1,13.3,8.5,10,13,Designer
9000000,Secondary, Люблино,7,Moscow,1,34,18,6.6,9,12,Cosmetic
9250000,Secondary, Филатов Луг,11,Moscow,1,37.5,19,7,4,17,European-style renovation
9400000,Secondary, Филатов Луг,11,Moscow,1,40,18,9.5,1,17,European-style renovation
9900000,Secondary, Ольховая,29,Moscow,1,39.1,16,13,7,13,Without renovation
10500000,Secondary, Братиславская,4,Moscow,1,36,11,9.6,3,10,European-style renovation
10700000,Secondary, Рассказовка,7,Moscow,1,41.8,20,10.4,19,25,European-style renovation
11250000,Secondary, Тёплый Стан,5,Moscow,1,40,18.4,9.8,1,14,European-style renovation
11500000,Secondary, Сокол,10,Moscow,1,25.1,14.8,8.7,10,14,Designer
11890000,Secondary, Локомотив,17,Moscow,1,40,20,10,2,37,Designer
12500000,Secondary, Коммунарка,10,Moscow,1,34,19.3,6,17,25,Designer
12650000,Secondary, Новодачная,8,Moscow,1,35.5,14.2,13.8,3,12,European-style renovation
13500000,Secondary, Новохохловская,15,Moscow,1,35.9,20.3,9.6,6,33,European-style renovation
13938000,Secondary, Маяковская,7,Moscow,1,20.2,11.2,4,3,9,European-style renovation
15050000,Secondary, Маяковская,7,Moscow,1,25.3,16.3,4,4,9,European-style renovation
15000000,Secondary, Балтийская,28,Moscow,1,33.7,23,5.7,6,7,European-style renovation
15500000,Secondary, Красносельская,9,Moscow,1,30,17.3,9.1,7,9,Cosmetic
16400000,Secondary, Авиамоторная,7,Moscow,1,49.7,25.5,10.8,3,8,Cosmetic
19500000,Secondary, Алексеевская,7,Moscow,1,45.15,12.3,10.4,4,21,Without renovation
19500000,Secondary, Хорошёво,26,Moscow,1,31.6,18.1,9.3,5,29,Designer
21990000,Secondary, Сухаревская,6,Moscow,1,34.1,17.4,9.4,2,9,Designer
23700000,Secondary, Полежаевская,8,Moscow,1,41,26,10,23,24,European-style renovation
24500000,Secondary, Шелепиха,18,Moscow,1,37.1,15.4,16.6,2,24,Designer
28000000,Secondary, ЦСКА,12,Moscow,1,42,23.4,10.1,13,42,Without renovation
29490000,Secondary, Белорусская,2,Moscow,1,45.7,31,5,6,10,Without renovation
19000000,Secondary, Динамо,8,Moscow,1,40,20,9,10,15,European-style renovation
22500000,Secondary, Полежаевская,5,Moscow,1,35.28,11.5,11.8,15,27,Designer
23500000,Secondary, Преображенская площадь,8,Moscow,1,49.4,19.8,13.7,5,11,Without renovation
7542696,Secondary, Калитники,7,Moscow,1,27.8,16.2,8.9,2,8,Cosmetic
8000000,Secondary, Юго-Восточная,6,Moscow,1,32.6,19,7,2,9,Without renovation
9500000,Secondary, Молодёжная,10,Moscow,1,37.9,17,8,3,16,Without renovation
9500000,Secondary, Алма-Атинская,13,Moscow,1,39,20,13,11,16,Cosmetic
13000000,Secondary, Планерная,10,Moscow,1,38.4,20.9,9,2,14,European-style renovation
28300000,Secondary, Аэропорт,7,Moscow,2,86.2,45.7,13.8,13,14,Without renovation
40500000,Secondary, Динамо,8,Moscow,2,74,52,15,2,15,Designer
370000000,Secondary, Охотный ряд,1,Moscow,2,128.7,67.2,17.3,5,15,Designer
96500000,Secondary, Кропоткинская,5,Moscow,2,80.5,42.8,13.3,4,5,Designer
71235756,Secondary, Парк Культуры,10,Moscow,2,74.1,39.6,12.8,2,6,Designer
42818000,Secondary, Пушкинская,5,Moscow,2,54.2,18.1,11.1,5,6,Designer
65920000,Secondary, Китай-город,2,Moscow,2,82.4,26.3,13.5,3,8,Cosmetic
62904600,Secondary, Китай-город,2,Moscow,2,105.9,26,15.4,3,8,Cosmetic
42119000,Secondary, Пушкинская,5,Moscow,2,54.7,34.2,9.2,5,6,Designer
34000000,Secondary, Народное Ополчение,5,Moscow,2,90,14.4,14.1,16,19,Designer
34900000,Secondary, Народное Ополчение,10,Moscow,2,58,31.5,11.4,36,58,Designer
40000000,Secondary, Шелепиха,13,Moscow,2,60,16,30,35,50,Designer
26000000,Secondary, Ростокино,11,Moscow,2,65,40,15,4,38,Cosmetic
29300000,Secondary, Дмитровская,11,Moscow,2,68,30,12.3,10,20,Designer
20000000,Secondary, Юго-Западная,17,Moscow,2,58.4,28.6,10,2,24,Without renovation
14400000,Secondary, Полежаевская,8,Moscow,2,38.6,21.6,9.8,4,12,Cosmetic
18000000,Secondary, Нижегородская,10,Moscow,2,68.3,38,10,8,24,European-style renovation
10800000,Secondary, Черкизовская,11,Moscow,2,42.1,26.6,5.3,2,5,Cosmetic
11900000,Secondary, Некрасовка,7,Moscow,2,57.1,32.9,10.1,21,22,Cosmetic
12600000,Secondary, Нижегородская,10,Moscow,2,36,21.8,6.3,23,33,European-style renovation
14000000,Secondary, Прокшино,22,Moscow,2,53.5,28.3,10,9,12,Without renovation
20000000,Secondary, Юго-Западная,17,Moscow,2,58.4,28.6,9,2,24,Without renovation
28500000,Secondary, Селигерская,19,Moscow,2,71.8,28,13.1,4,24,European-style renovation
41000000,Secondary, Динамо,17,Moscow,2,64.5,31.9,6.2,11,41,Without renovation
47000000,Secondary, Динамо,17,Moscow,2,60,43,5.5,2,41,Without renovation
149000000,Secondary, Международная,6,Moscow,2,111,70,30,62,77,Designer
29000000,Secondary, Крылатское,7,Moscow,2,81.1,43.1,13.3,11,15,European-style renovation
42000000,Secondary, Раменки,10,Moscow,2,78,41.6,13.1,15,58,Designer
99000000,Secondary, Спортивная,6,Moscow,2,90,47.6,14.1,5,18,Without renovation
230000000,Secondary, Маяковская,2,Moscow,2,148.5,10,18.9,3,12,Designer
40000000,Secondary, Шелепиха,13,Moscow,2,61,18,30,35,50,Designer
30500000,Secondary, Народное Ополчение,9,Moscow,2,60.1,32.5,11.6,27,58,Without renovation
10600000,Secondary, Улица Академика Янгеля,10,Moscow,2,45.5,30.1,8,10,12,Without renovation
63000000,Secondary, Бауманская,9,Moscow,2,131.6,100,15,9,9,Designer
26000000,Secondary, Физтех,4,Moscow,2,83.3,50,16,1,4,Designer
29000000,Secondary, Баррикадная,26,Moscow,2,50,20,15,12,44,Without renovation
37000000,Secondary, Шелепиха,12,Moscow,2,68.5,45.5,18,20,37,Designer
41000000,Secondary, Смоленская,9,Moscow,2,54,29,9,8,8,European-style renovation
46900000,Secondary, Маяковская,5,Moscow,2,98.6,52,14.8,7,12,European-style renovation
49000000,Secondary, Маяковская,4,Moscow,2,73,36.1,13.1,7,10,European-style renovation
50000000,Secondary, Арбатская,11,Moscow,2,53.2,35,10,10,24,Designer
62400000,Secondary, Международная,6,Moscow,2,83,50,10,36,79,Without renovation
65000000,Secondary, Деловой центр,1,Moscow,2,110,2,50,49,63,Designer
71000000,Secondary, Международная,6,Moscow,2,82,53,13,54,67,Designer
86000000,Secondary, Деловой центр,3,Moscow,2,114,92,12,46,75,Designer
29000000,Secondary, Баррикадная,5,Moscow,2,55.2,12,11.2,5,8,European-style renovation
63000000,Secondary, Бауманская,7,Moscow,2,131.6,15,17.5,9,9,Designer
50000000,Secondary, Арбатская,13,Moscow,2,53.2,35,10,10,24,Designer
99000000,Secondary, Спортивная,6,Moscow,2,90,47.6,14.1,5,18,Without renovation
123000000,Secondary, Спортивная,9,Moscow,2,77,41.1,13,9,13,Designer
40000000,Secondary, Шелепиха,13,Moscow,2,60,16,30,35,50,Designer
32500000,Secondary, Молодёжная,7,Moscow,2,57,42,12,16,19,Designer
26800000,Secondary, Раменки,6,Moscow,2,57,31,11.4,9,41,Designer
30800000,Secondary, Мичуринский проспект,7,Moscow,2,67,36,12.2,33,37,Designer
37900000,Secondary, Улица 1905 года,20,Moscow,2,65,8,12,3,19,Designer
37990000,Secondary, Улица 1905 года,20,Moscow,2,65.7,35.3,12.1,3,21,Designer
52100000,Secondary, Китай-город,5,Moscow,2,52.1,30,10,3,3,Designer
52100000,Secondary, Китай-город,3,Moscow,2,52.1,28.5,11,3,3,Designer
120000000,Secondary, Беговая,5,Moscow,2,113.13,59.3,16,7,21,European-style renovation
52600000,Secondary, Аэропорт,13,Moscow,2,72.2,38.6,12.6,16,41,Designer
55000000,Secondary, Фрунзенская,15,Moscow,2,88,40,13.9,2,14,Designer
11000000,Secondary, Кузьминки,20,Moscow,2,44.2,31.7,5.5,2,5,Cosmetic
34000000,Secondary, Минская,28,Moscow,2,65.2,32,13.5,1,14,Without renovation
47000000,Secondary, Маяковская,3,Moscow,2,73,35,10,7,10,European-style renovation
57000000,Secondary, Сухаревская,1,Moscow,2,77.2,7,13,2,8,Designer
80000000,Secondary, Выставочная,4,Moscow,2,92,48.6,14.3,15,77,European-style renovation
23900000,Secondary, Зорге,8,Moscow,2,59.9,37,9,6,9,Designer
31500000,Secondary, Молодёжная,7,Moscow,2,59,36,10,4,26,Designer
45990000,Secondary, Улица 1905 года,6,Moscow,2,63.1,34,11.9,2,7,Designer
107000000,Secondary, Китай-город,5,Moscow,2,107.7,70,15,1,3,Designer
12250000,Secondary, Давыдково,19,Moscow,2,44.7,27,6,2,9,European-style renovation
14150000,Secondary, Прокшино,7,Moscow,2,64.2,16,12,2,14,European-style renovation
16950000,Secondary, Мичуринский проспект,9,Moscow,2,54,38,9.5,1,17,Cosmetic
37000000,Secondary, Парк Культуры,8,Moscow,2,56,34,9,8,8,Designer
37800000,Secondary, Тестовская,3,Moscow,2,62,40,15,52,78,Designer
40000000,Secondary, Петровский Парк,7,Moscow,2,60.4,33,10,15,17,Designer
42000000,Secondary, Раменки,9,Moscow,2,83.5,44.3,13.5,17,22,Designer
55000000,Secondary, Маяковская,5,Moscow,2,61,38,15,3,13,Designer
70000000,Secondary, Шелепиха,15,Moscow,2,87,46.1,13.8,36,37,Designer
107700000,Secondary, Китай-город,3,Moscow,2,107.7,56.6,15.6,1,3,Designer
15900000,Secondary, Верхние Лихоборы,3,Moscow,2,48.4,30,12,8,12,Without renovation
43000000,Secondary, Тестовская,3,Moscow,2,62,33.5,11.8,12,78,Designer
23000000,Secondary, Минская,14,Moscow,2,50.9,5.8,10.9,5,14,Without renovation
76960000,Secondary, Ломоносовский проспект,4,Moscow,2,59.2,32.1,11.5,6,12,Without renovation
83000000,Secondary, Ломоносовский проспект,4,Moscow,2,66,35.5,12.1,3,8,Without renovation
84900000,Secondary, Спортивная,8,Moscow,2,90,47.6,14.1,3,9,European-style renovation
34500000,Secondary, Серпуховская,21,Moscow,2,55.5,33,10.2,38,46,Without renovation
67200000,Secondary, Динамо,3,Moscow,2,74.6,56.6,12.8,10,15,Designer
25000000,Secondary, Аминьевская,8,Moscow,2,59.7,33,18,35,37,Without renovation
26000000,Secondary, Полежаевская,17,Moscow,2,55,29.6,10.9,23,27,European-style renovation
53500000,Secondary, Тестовская,3,Moscow,2,72,38.5,12.6,26,78,Designer
69000000,Secondary, Смоленская,4,Moscow,2,89.5,7,14,2,4,Designer
148500000,Secondary, Спортивная,10,Moscow,2,103.3,54,22.3,3,6,Designer
19250000,Secondary, Киевская,10,Moscow,2,60.8,40,5.4,1,5,Cosmetic
23000000,Secondary, Ломоносовский проспект,6,Moscow,2,45,28,10,8,14,Without renovation
23999900,Secondary, Планерная,12,Moscow,2,61,33,11.7,8,21,Designer
27500000,Secondary, Белорусская,10,Moscow,2,62.6,7,11.8,5,6,Designer
31500000,Secondary, Мичуринский проспект,26,Moscow,2,70,37.5,12.4,22,25,Without renovation
40500000,Secondary, Динамо,1,Moscow,2,74,52,15,2,15,Designer
40990000,Secondary, Петровский Парк,16,Moscow,2,72,54,7,6,41,Without renovation
43000000,Secondary, Деловой центр,16,Moscow,2,84.7,64.1,10.9,11,18,Designer
56990000,Secondary, Китай-город,3,Moscow,2,51.1,31.6,14.5,3,3,Designer
65000000,Secondary, Киевская,8,Moscow,2,88.9,28,29,13,28,Designer
68000000,Secondary, Таганская,7,Moscow,2,61,34,8,4,6,Designer
68000000,Secondary, Тестовская,4,Moscow,2,90,47.6,14.1,48,78,Designer
78000000,Secondary, Смоленская,7,Moscow,2,100,52.7,14.9,5,7,Designer
99000000,Secondary, Фрунзенская,11,Moscow,2,90,40,14,5,13,Designer
149000000,Secondary, Деловой центр,5,Moscow,2,124,64.8,16.9,45,79,Designer
149000000,Secondary, Деловой центр,5,Moscow,2,113,59.3,16,63,79,Designer
11200000,Secondary, Медведково,20,Moscow,2,50,29,8.3,7,17,Cosmetic
11900000,Secondary, Фонвизинская,5,Moscow,2,45,30,7,3,12,Without renovation
14500000,Secondary, Крымская,6,Moscow,2,42.5,28,10.2,2,9,Designer
16500000,Secondary, Красный Строитель,8,Moscow,2,51,30,11,14,14,European-style renovation
18000000,Secondary, Багратионовская,22,Moscow,2,44,19,10.3,14,18,Designer
25000000,Secondary, Фили,14,Moscow,2,71,34,14,5,16,European-style renovation
27400000,Secondary, Фили,16,Moscow,2,69,45,15,3,19,Designer
28300000,Secondary, Рабочий посёлок,21,Moscow,2,60,30,20,17,29,Designer
31000000,Secondary, Бауманская,9,Moscow,2,80,53,12,3,7,Designer
35000000,Secondary, Шаболовская,11,Moscow,2,57.4,31.2,11.4,5,15,Designer
63000000,Secondary, Шелепиха,17,Moscow,2,93.2,49.3,14.4,32,36,Designer
134400000,Secondary, Кропоткинская,3,Moscow,2,64,7,11.9,2,5,Without renovation
13380000,Secondary, Севастопольская,30,Moscow,2,44.7,28.8,6.7,4,9,European-style renovation
22900000,Secondary, Авиамоторная,11,Moscow,2,60,35.4,19.6,27,27,European-style renovation
34000000,Secondary, Белорусская,14,Moscow,2,64,20,25,3,20,Designer
35000000,Secondary, Аминьевская,2,Moscow,2,61,33,11.7,17,39,Designer
35995000,Secondary, Тульская,25,Moscow,2,94.2,35,14.4,7,8,European-style renovation
57900000,Secondary, Тестовская,4,Moscow,2,78,41.6,13.1,46,78,Designer
13700000,Secondary, Коммунарка,21,Moscow,2,76.2,45,12,1,3,Without renovation
18500000,Secondary, Сокольники,10,Moscow,2,44,20,15,3,5,European-style renovation
36000000,Secondary, Тульская,5,Moscow,2,95,50.2,14.5,7,8,Designer
10500000,Secondary, Щёлковская,14,Moscow,2,37,20.8,9.7,3,9,Cosmetic
25900000,Secondary, Полежаевская,3,Moscow,2,56,26.7,11.8,26,27,European-style renovation
32000000,Secondary, Лефортово,6,Moscow,2,82.9,41.5,18.8,4,18,Without renovation
33500000,Secondary, Смоленская,7,Moscow,2,43,20,10,2,5,Designer
40400000,Secondary, Аэропорт,13,Moscow,2,68,36.5,12.3,2,5,Without renovation
65000000,Secondary, Международная,6,Moscow,2,62.1,40,10,11,79,Designer
12500000,Secondary, Первомайская,19,Moscow,2,40,22.4,9.9,6,9,Designer
15500000,Secondary, Бульвар Дмитрия Донского,5,Moscow,2,56.1,34,10.6,1,17,European-style renovation
27900000,Secondary, Кутузовская,12,Moscow,2,55,40,4,20,43,Without renovation
